gene_id_simplified	gene_symbol	Blood	Cancer	cfRNA	Normal	Blood_K	Cancer_K	cfRNA_K	Normal_K	BloodvsCancer_LFC	BloodvscfRNA_LFC	BloodvsNormal_LFC	CancervscfRNA_LFC	CancervsNormal_LFC	cfRNAvsNormal_LFC	weight
ENSG00000005844	ITGAL	9.07879573326458	2.70564891276001	6.20184371793225	5.67690903761447	2	2	2	2	5.59153670905689	3.15620772524566	3.63576935354458	-2.43532898381123	-1.95576735551231	0	-9.82471348016022
ENSG00000005882	PDK2	3.80739944199635	4.36703895843936	4.6933301865254	4.36900523173685	2	2	2	2	-0.414536520073683	-2.03396676115725	-0.257372675862404	-1.61943024108357	0.157163844211279	1.77659408529485	-10.6702047831119
ENSG00000005884	ITGA3	1.77190577229426	8.133873582746	0.108958908515857	7.75476921025968	2	2	1	2	-6.34415147615234	0.606333371084739	-5.5416394717952	6.95048484723708	0.802512004357137	-6.14797284287994	19.7680940135721
ENSG00000005889	ZFX	4.53952964898062	4.52114335021908	5.10381554658355	4.62106726477276	2	2	2	2	0.279460648825007	-0.88298757218868	0.28379711070216	-1.16244822101369	0	1.16678468289084	-10.3673271548218
ENSG00000005893	LAMP2	8.30551253063488	7.05413970324922	6.50506426485636	6.56580447711101	2	2	2	2	1.51503134110428	0.822140246122834	2.11547761182642	-0.69289109498145	0.600446270722141	1.29333736570359	-12.4307663818196
ENSG00000005961	ITGA2B	6.56365715651051	-0.54893931137388	11.5618435841798	2.50594919601691	2	1	2	2	7.40095562934234	-3.88178566529207	4.48113884047467	-11.2827412946344	-2.91981678886767	8.36292450576673	-15.4175375668495
ENSG00000005981	ASB4	-4.13132180493771	-1.3580803497002	-3.94044943777871	-1.3143558861711	1	1	1	1	-4.74206317948052	0	-3.04879471910003	4.53970219999712	1.69326846038049	-2.84643373961663	7.8653574338859
ENSG00000006007	GDE1	6.69600774720987	6.44588163677404	6.70039932313684	5.6271180970036	2	2	2	2	0.515642746304315	0.683093648546859	1.40528770541609	0	0.889644959111779	0.722194056869236	0
ENSG00000006015	C19orf60	5.08396744460629	3.60495249864575	4.53865379014048	4.43527121006861	2	2	2	2	1.65416317012887	0	0.938810439274045	-1.63029042790774	-0.71535273085482	0.914937697052917	-9.91897851014247
ENSG00000006016	CRLF1	1.16819428333743	3.43947638571484	-3.72359661350609	3.08999269366322	2	2	1	2	-5.18748550426509	4.2914809007515	-2.18775286331568	9.47896640501659	2.99973264094941	-6.47923376406718	17.6021783743204
ENSG00000006025	OSBPL7	4.59674013569392	3.51033161158337	2.66561518576107	4.31029316573066	2	2	2	2	1.45260094268881	2.50488803690216	0.877450098210777	1.05228709421335	-0.57515084447803	-1.62743793869138	9.2463542893857
ENSG00000006042	TMEM98	-1.18646328800182	4.75288226826576	-3.42599326227129	5.24696818860562	1	2	1	2	-5.63954996486698	1.66663400690636	-5.34509943361392	7.30618397177334	0.294450531253053	-7.01173344052028	16.7428018236281
ENSG00000006047	YBX2	-2.36435937351349	0.660649591304244	-3.38380245398997	-1.65516169560116	1	1	1	1	-3.99198699249633	0	0	3.50773079856487	3.79045363505384	0	8.85211597345809
ENSG00000006059	KRT33A	-4.44347350669542	-4.5304876229649	-4.28181208625642	-4.58669490132325	1	1	1	1	1.84743171706061	0	1.71782370273082	0	0	0	0
ENSG00000006062	MAP3K14	5.50969223031724	3.80970854170267	4.55196495274296	4.7312936079747	2	2	2	2	1.65834265945281	2.21777547832061	1.02416433635431	0.559432818867797	-0.634178323098505	-1.1936111419663	9.05287694415945
ENSG00000006071	ABCC8	-3.20213329163373	-1.93652985014653	-4.05425355240808	2.23335534062868	1	1	1	2	-2.94224542766123	-2.43904962145101	-6.82645784871118	0	-3.88421242104995	-4.38740822726017	0
ENSG00000006116	CACNG3	-3.65845432530746	-4.47278938669135	-4.52354421160083	-4.34689881716274	1	1	1	1	3.28404389454796	2.67297109024649	2.72195173944106	0	-0.562092155106899	0	0
ENSG00000006118	TMEM132A	-0.176261564235175	5.03142797642338	-0.510182225796891	3.72361092359482	1	2	1	2	-5.21359310135491	-0.961277474919756	-3.54918475726953	4.25231562643516	1.66440834408539	-2.58790728234977	13.9674791864475
ENSG00000006125	AP2B1	7.6469607862538	7.71125315037462	8.66681582603108	7.36866543406406	2	2	2	2	0	-1.27824234751958	0.577475654998933	-1.33436891106037	0.521349091458142	1.85571800251851	-13.729357645024
ENSG00000006128	TAC1	-3.8038728573616	-3.87811594408629	-4.68373558358898	-2.87465133050703	1	1	1	1	-2.33982733630951	18.9431984323143	-1.58898068215237	21.2830257686238	0.750846654157139	-20.5321791144666	22.0886454081265
